PopNumber,PopName,Year,ML,Rep,Plant_ID,ShelfNumber,ShelfPlacement,SEEWRITTENDATA.GerminationDate,LC1,H1,LCH1_Date,LC2,H2,LCH2_Date,GrowthRate_LC (LC2-LC1)/days,GrowthRate_H (H2-H1)/days,FirstFlower_DayInDec
12,Florence,2012,8,4,10.13,10,13,10/6/22,4,5.1,10.17,27,140.1,11.2,1.4375,8.4375,7
19,Mckinnon,2003,2,3,10.14,10,14,10/6/22,3,15,10.17,43,129.7,11.2,2.5,7.16875,13
12,Florence,2012,8,3,10.15,10,15,10/6/22,4,4.7,10.17,24,76.9,11.2,1.25,4.5125,12
15,Horry1,2012,20,2,10.16,10,16,10/6/22,3,4.9,10.17,16,71.6,11.2,0.8125,4.16875,16
10,DuplinWest,2016,21,3,10.17,10,17,10/6/22,3,9.9,10.17,25,103.3,11.2,1.375,5.8375,16
10,DuplinWest,2003,2,1,10.18,10,18,10/6/22,3,6.8,10.17,37,136.5,11.2,2.125,8.10625,16
19,McKinnon,2012,6,3,10.19,10,19,10/6/22,3,4.5,10.17,35,103.7,11.2,2,6.2,13
12,Florence,2003,8,3,10.2,10,20,10/6/22,3,11.4,10.17,29,99.5,11.2,1.625,5.50625,12
12,Florence,2012,37,2,10.21,10,21,10/6/22,2,2.3,10.17,23,86.4,11.2,1.3125,5.25625,11
12,Florence,2012,37,3,10.22,10,22,10/6/22,3,3,10.17,33,72.5,11.2,1.875,4.34375,14
14,HareRoad,2012,8,1,10.23,10,23,10/6/22,3,6,10.17,13,58.9,11.2,0.625,3.30625,16
10,DuplinWest,2003,14,2,10.24,10,24,10/6/22,3,5.4,10.17,15,86.8,11.2,0.75,5.0875,16
14,HareRd,2003,14,3,11.1,11,1,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NewBildad,2003,10,4,11.2,11,2,10/6/22,3,12.4,10.17,21,146,11.1,1.2,8.906666667,12
15,Horry1,2012,22,3,11.3,11,3,10/6/22,4,26.9,10.17,33,88.4,11.1,1.933333333,4.1,16
20,NewBildad,2012,28,1,11.4,11,4,10/6/22,4,16.3,10.17,37,107.3,11.1,2.2,6.066666667,12
20,NewBildad,2016,3,2,11.5,11,5,10/6/22,4,25.3,10.17,25,117.7,11.1,1.4,6.16,14
10,DuplinWest,2003,14,4,11.6,11,6,10/6/22,4,20,10.17,28,101.3,11.1,1.6,5.42,9
18,Marion2,2012,8,3,11.7,11,7,10/6/22,3,14.4,10.17,15,67.6,11.1,0.8,3.546666667,16
18,Marion2,2012,5,4,11.8,11,8,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Florence,2003,9,1,11.9,11,9,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NewBildad,2016,11,1,11.1,11,10,10/6/22,3,16.8,10.17,32,119.3,11.1,1.933333333,6.833333333,11
18,Marion2,2003,4,1,11.11,11,11,10/6/22,3,6.6,10.17,27,121.9,11.1,1.6,7.686666667,20
10,DuplinWest,2003,20,2,11.12,11,12,10/6/22,2,4.1,10.17,22,118.4,11.1,1.333333333,7.62,14
12,Florence,2003,13,1,11.13,11,13,10/6/22,3,12.5,10.17,20,93.6,11.1,1.133333333,5.406666667,11
10,DuplinWest,2016,6,4,11.14,11,14,10/6/22,3,13.2,10.17,20,103.7,11.1,1.133333333,6.033333333,9
10,DuplinWest,2016,3,2,11.15,11,15,10/6/22,3,3.9,10.17,13,44.2,11.1,0.666666667,2.686666667,18
20,NewBildad,2016,10,4,11.16,11,16,10/6/22,3,3.4,10.17,17,74.2,11.1,0.933333333,4.72,15
18,Marion2,2003,7,4,11.17,11,17,10/6/22,3,3.9,10.17,29,75,11.1,1.733333333,4.74,19
10,DuplinWest,2003,14,3,11.18,11,18,10/6/22,3,12.8,10.17,25,114.2,11.1,1.466666667,6.76,NA
20,NewBildad,2016,7,4,11.19,11,19,10/6/22,3,20.4,10.17,26,121,11.1,1.533333333,6.706666667,11
14,HareRoad,2012,29,2,11.2,11,20,10/6/22,3,8.4,10.17,36,126.8,11.1,2.2,7.893333333,16
10,DuplinWest,2012,29,3,11.21,11,21,10/6/22,3,4.5,10.17,23,87.4,11.1,1.333333333,5.526666667,18
10,DuplinWest,2003,20,1,11.22,11,22,10/6/22,3,4.4,10.17,15,68.1,11.1,0.8,4.246666667,14
12,Florence,2003,7,4,11.23,11,23,10/6/22,3,3.1,10.17,11,61,11.1,0.533333333,3.86,12
12,Florence,2003,X,1,11.24,11,24,10/6/22,3,7.7,10.17,17,64.8,11.1,0.933333333,3.806666667,14
18,Marion2,2012,1,4,12.1,12,1,10/6/22,5,35.4,10.17,40,112,11.1,2.333333333,5.106666667,13
20,NewBildad,2003,4,4,12.2,12,2,10/6/22,5,19.4,10.17,26,145.3,11.1,1.4,8.393333333,20
10,DuplinWest,2012,22,3,12.3,12,3,10/6/22,4,30.5,10.17,33,135.6,11.1,1.933333333,7.006666667,13
10,DuplinWest,2003,2,2,12.4,12,4,10/6/22,5,39.6,10.17,28,131.7,11.1,1.533333333,6.14,9
12,Florence,2003,2,1,12.5,12,5,10/6/22,5,37.2,10.17,33,104.8,11.1,1.866666667,4.506666667,8
12,Florence,2012,8,1,12.6,12,6,10/6/22,7,23.6,10.17,39,101,11.1,2.133333333,5.16,9
20,NewBildad,2016,5,2,12.7,12,7,10/6/22,3,3.8,10.17,8,40.6,11.1,0.333333333,2.453333333,14
10,DuplinWest,2016,13,4,12.8,12,8,10/6/22,4,4.9,10.17,16,89,11.1,0.8,5.606666667,10
20,NewBildad,2016,11,2,12.9,12,9,10/6/22,5,27.5,10.17,27,101,11.1,1.466666667,4.9,14
14,HareRoad,2012,8,4,12.1,12,10,10/6/22,5,31.2,10.17,29,90.7,11.1,1.6,3.966666667,18
15,Horry1,2012,37,2,12.11,12,11,10/6/22,5,32.3,10.17,39,118.6,11.1,2.266666667,5.753333333,9
18,Marion2,2003,2,1,12.12,12,12,10/6/22,4,19.1,10.17,30,107.1,11.1,1.733333333,5.866666667,12
14,HareRoad,2012,37,2,12.13,12,13,10/6/22,4,34,10.17,33,107.2,11.1,1.933333333,4.88,9
15,Horry1,2012,5,2,12.14,12,14,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,McKinnon,2012,6,1,12.15,12,15,10/6/22,3,3.2,10.17,28,88,11.1,1.666666667,5.653333333,13
18,Marion2,2012,1,3,12.16,12,16,10/6/22,4,5.5,10.17,23,78.5,11.1,1.266666667,4.866666667,13
1,Billings,2012,18,2,12.17,12,17,10/6/22,4,6.2,10.17,25,115.8,11.1,1.4,7.306666667,15
10,DuplinWest,2003,2,3,12.18,12,18,10/6/22,5,33.1,10.17,29,125.8,11.1,1.6,6.18,14
14,HareRd,2003,13,1,12.19,12,19,10/6/22,5,28.1,10.17,43,124.1,11.1,2.533333333,6.4,14
19,McKinnon,2012,32,4,12.2,12,20,10/6/22,4,23.7,10.17,36,126.6,11.1,2.133333333,6.86,14
15,Horry1,2003,1,1,12.21,12,21,10/6/22,7,33.7,10.17,39,103.1,11.1,2.133333333,4.626666667,8
19,McKinnon,2012,13,4,12.22,12,22,10/6/22,5,10,10.17,22,64,11.1,1.133333333,3.6,16
19,McKinnon,2012,30,3,12.23,12,23,10/6/22,4,3.6,10.17,12,91.4,11.1,0.533333333,5.853333333,16
14,HareRd,2003,12,2,12.24,12,24,10/6/22,3,33.4,10.17,13,73,11.1,0.666666667,2.64,14
10,DuplinWest,2003,21,2,13.1,13,1,10/6/22,3,25.1,10.17,13,82.5,11.1,0.666666667,3.826666667,20
19,Mckinnon,2003,3,4,13.2,13,2,10/6/22,4,9.9,10.17,19,81.1,11.1,1,4.746666667,24
14,HareRoad,2012,8,3,13.3,13,3,10/6/22,4,18,10.17,21,68.8,11.1,1.133333333,3.386666667,17
18,Marion2,2003,2,3,13.4,13,4,10/6/22,3,22.5,10.17,23,87.1,11.1,1.333333333,4.306666667,14
15,Horry1,2012,41,1,13.5,13,5,10/6/22,4,29.6,10.17,32,122.7,11.1,1.866666667,6.206666667,16
15,Horry1,2012,41,2,13.6,13,6,10/6/22,5,18.2,10.17,37,87.5,11.1,2.133333333,4.62,NA
12,Florence,2003,13,2,13.7,13,7,10/6/22,4,24.5,10.17,33,128.3,11.1,1.933333333,6.92,8
14,HareRd,2003,7,4,13.8,13,8,10/6/22,5,27.9,10.17,34,117.6,11.1,1.933333333,5.98,15
12,Florence,2003,X,3,13.9,13,9,10/6/22,4,30.6,10.17,27,70.5,11.1,1.533333333,2.66,16
10,DuplinWest,2012,22,1,13.1,13,10,10/6/22,4,25.5,10.17,17,60.7,11.1,0.866666667,2.346666667,20
12,Florence,2003,9,2,13.11,13,11,10/6/22,5,20.6,10.17,26,75.7,11.1,1.4,3.673333333,14
19,Mckinnon,2003,5,1,13.12,13,12,10/6/22,4,24.4,10.17,31,126.4,11.1,1.8,6.8,12
19,McKinnon,2012,13,1,13.13,13,13,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,DuplinWest,2003,14,1,13.14,13,14,10/6/22,4,14.8,10.17,38,108.6,11.1,2.266666667,6.253333333,14
32,WalnutGrove,2012,14,4,13.15,13,15,10/6/22,4,8.5,10.17,35,113.6,11.1,2.066666667,7.006666667,9
10,DuplinWest,2016,9,3,13.16,13,16,10/6/22,4,5.5,10.17,32,110.5,11.1,1.866666667,7,12
18,Marion2,2012,1,1,13.17,13,17,10/6/22,4,34.5,10.17,28,94.3,11.1,1.6,3.986666667,10
14,HareRd,2003,8,2,13.18,13,18,10/6/22,3,29.3,10.17,28,146.3,11.1,1.666666667,7.8,12
10,DuplinWest,2016,15,3,13.19,13,19,10/6/22,4,16.6,10.17,29,143.5,11.1,1.666666667,8.46,14
12,Florence,2003,10,2,13.2,13,20,10/6/22,4,5,10.17,29,148.5,11.1,1.666666667,9.566666667,15
10,DuplinWest,2012,20,1,13.21,13,21,10/6/22,4,9.8,10.17,25,134.5,11.1,1.4,8.313333333,14
10,DuplinWest,2012,29,4,13.22,13,22,10/6/22,3,4.7,10.17,31,116.3,11.1,1.866666667,7.44,15
10,DuplinWest,2016,15,4,13.23,13,23,10/6/22,4,13.4,10.17,29,83.3,11.1,1.666666667,4.66,16
10,DuplinWest,2016,9,4,13.24,13,24,10/6/22,4,8,10.17,24,104.5,11.1,1.333333333,6.433333333,17
12,Florence,2003,10,1,14.1,14,1,10/6/22,3,3,10.17,28,65,11.1,1.666666667,4.133333333,16
10,DuplinWest,2012,32,2,14.2,14,2,10/6/22,3,6.9,10.17,26,132.8,11.1,1.533333333,8.393333333,16
14,HareRoad,2012,35,4,14.3,14,3,10/6/22,4,10.2,10.17,30,99.2,11.1,1.733333333,5.933333333,17
20,NewBildad,2016,1,4,14.4,14,4,10/6/22,3,7,10.17,32,64.5,11.1,1.933333333,3.833333333,NA
19,Mckinnon,2003,8,2,14.5,14,5,10/6/22,4,8.8,10.17,36,125.8,11.1,2.133333333,7.8,18
10,DuplinWest,2003,15,3,14.6,14,6,10/6/22,3,13.3,10.17,34,163,11.1,2.066666667,9.98,11
14,HareRd,2003,8,1,14.7,14,7,10/6/22,3,20.4,10.17,19,105.1,11.1,1.066666667,5.646666667,10
12,Florence,2012,25,3,14.8,14,8,10/6/22,4,12,10.17,28,67.4,11.1,1.6,3.693333333,10
14,HareRoad,2012,29,3,14.9,14,9,10/6/22,3,28.7,10.17,24,87.7,11.1,1.4,3.933333333,NA
10,DuplinWest,2012,18,1,14.1,14,10,10/6/22,3,10.4,10.17,28,134.9,11.1,1.666666667,8.3,20
20,NewBildad,2012,6,3,14.11,14,11,10/6/22,4,11.8,10.17,36,118.1,11.1,2.133333333,7.086666667,7
10,DuplinWest,2003,22,3,14.12,14,12,10/6/22,3,8,10.17,24,169.6,11.1,1.4,10.77333333,8
12,Florence,2012,37,1,14.13,14,13,10/6/22,5,17,10.17,36,126.4,11.1,2.066666667,7.293333333,7
19,Mckinnon,2003,5,2,14.14,14,14,10/6/22,3,16.1,10.17,29,162,11.1,1.733333333,9.726666667,16
10,DuplinWest,2003,2,4,14.15,14,15,10/6/22,3,10.9,10.17,22,119.5,11.1,1.266666667,7.24,12
19,Mckinnon,2003,6,4,14.16,14,16,10/6/22,3,5.6,10.17,33,77.5,11.1,2,4.793333333,9
19,Mckinnon,2003,4,2,14.17,14,17,10/6/22,3,5.1,10.17,30,119.4,11.1,1.8,7.62,20
1,Billings,2012,32,4,14.18,14,18,10/6/22,3,11.4,10.17,24,98,11.1,1.4,5.773333333,11
18,Marion2,2003,1,4,14.19,14,19,10/6/22,4,9.8,10.17,35,105.3,11.1,2.066666667,6.366666667,9
20,NewBildad,2003,10,3,14.2,14,20,10/6/22,3,27.5,10.17,23,119.5,11.1,1.333333333,6.133333333,12
10,DuplinWest,2003,13,1,14.21,14,21,10/6/22,5,3.4,10.17,24,112.6,11.1,1.266666667,7.28,19
12,Florence,2012,29,4,14.22,14,22,10/6/22,3,15.1,10.17,29,117.6,11.1,1.733333333,6.833333333,7
19,McKinnon,2012,27,1,14.23,14,23,10/6/22,3,3.2,10.17,20,109.9,11.1,1.133333333,7.113333333,17
14,HareRoad,2012,29,4,14.24,14,24,10/6/22,3,13.2,10.17,22,116.2,11.1,1.266666667,6.866666667,14
12,Florence,2003,X,4,15.1,15,1,10/6/22,4,14.5,10.17,35,120.9,11.1,2.066666667,7.093333333,16
20,NewBildad,2003,4,3,15.2,15,2,10/6/22,4,12.4,10.17,26,111.8,11.1,1.466666667,6.626666667,16
10,DuplinWest,2012,20,4,15.3,15,3,10/6/22,3,5.4,10.17,23,112.7,11.1,1.333333333,7.153333333,12
1,Billings,2003,3,2,15.4,15,4,10/6/22,6,15.5,10.17,33,115.2,11.1,1.8,6.646666667,16
10,DuplinWest,2012,22,4,15.5,15,5,10/6/22,4,15,10.17,28,78,11.1,1.6,4.2,14
14,HareRoad,2012,9,4,15.6,15,6,10/6/22,3,11.4,10.17,25,105.5,11.1,1.466666667,6.273333333,14
20,NewBildad,2012,2,1,15.7,15,7,10/6/22,3,2.1,10.17,20,61.1,11.1,1.133333333,3.933333333,14
19,Mckinnon,2003,5,3,15.8,15,8,10/6/22,4,15.4,10.17,29,72.1,11.1,1.666666667,3.78,16
20,NewBildad,2012,2,3,15.9,15,9,10/6/22,4,14.6,10.17,28,62,11.1,1.6,3.16,15
19,Mckinnon,2003,8,3,15.1,15,10,10/6/22,4,27,10.17,29,130.9,11.1,1.666666667,6.926666667,20
19,Mckinnon,2003,5,4,15.11,15,11,10/6/22,4,25.5,10.17,25,120.5,11.1,1.4,6.333333333,14
20,NewBildad,2016,5,4,15.12,15,12,10/6/22,3,3.8,10.17,17,91.5,11.1,0.933333333,5.846666667,NA
19,McKinnon,2012,20,3,15.13,15,13,10/6/22,4,20,10.17,21,85.1,11.1,1.133333333,4.34,13
18,Marion2,2003,6,1,15.14,15,14,10/6/22,4,33.1,10.17,28,76.1,11.1,1.6,2.866666667,14
12,Florence,2003,8,2,15.15,15,15,10/6/22,4,11,10.17,23,77.4,11.1,1.266666667,4.426666667,14
18,Marion2,2012,1,2,15.16,15,16,10/6/22,7,31.1,10.17,27,77.8,11.1,1.333333333,3.113333333,16
20,NewBildad,2003,2,3,15.17,15,17,10/6/22,4,28.5,10.17,23,84.9,11.1,1.266666667,3.76,13
10,DuplinWest,2012,18,3,15.18,15,18,10/6/22,4,29.4,10.17,30,122.5,11.1,1.733333333,6.206666667,16
12,Florence,2003,11,2,15.19,15,19,10/6/22,4,22.9,10.17,26,100.4,11.1,1.466666667,5.166666667,13
12,Florence,2003,10,4,15.2,15,20,10/6/22,3,3.3,10.17,21,105.3,11.1,1.2,6.8,9
12,Florence,2012,20,4,15.21,15,21,10/6/22,6,15.4,10.17,30,65.5,11.1,1.6,3.34,7
20,NewBildad,2016,1,2,15.22,15,22,10/6/22,3,10.7,10.17,27,113,11.1,1.6,6.82,12
12,Florence,2012,20,2,15.23,15,23,10/6/22,4,4,10.17,15,66,11.1,0.733333333,4.133333333,16
14,HareRoad,2012,14,1,15.24,15,24,10/6/22,3,3.6,10.17,13,54.3,11.1,0.666666667,3.38,14
10,DuplinWest,2003,22,2,16.1,16,1,10/6/22,3,6.4,10.18,12,100,11.1,0.642857143,6.685714286,17
18,Marion2,2012,8,4,16.2,16,2,10/6/22,3,30.6,10.18,11,47,11.1,0.571428571,1.171428571,16
12,Florence,2012,35,1,16.3,16,3,10/6/22,4,8.9,10.18,15,50,11.1,0.785714286,2.935714286,19
20,NewBildad,2012,28,3,16.4,16,4,10/6/22,5,25.7,10.18,25,70.6,11.1,1.428571429,3.207142857,16
14,HareRd,2003,5,1,16.5,16,5,10/6/22,5,20.9,10.18,21,71.4,11.1,1.142857143,3.607142857,10
18,Marion2,2012,4,4,16.6,16,6,10/6/22,3,12.3,10.18,16,105.8,11.1,0.928571429,6.678571429,16
20,NewBildad,2012,28,2,16.7,16,7,10/6/22,4,29.4,10.18,21,77.5,11.1,1.214285714,3.435714286,18
10,DuplinWest,2012,29,2,16.8,16,8,10/6/22,5,19.8,10.18,28,96.1,11.1,1.642857143,5.45,20
10,DuplinWest,2016,15,2,16.9,16,9,10/6/22,4,5.2,10.18,13,59,11.1,0.642857143,3.842857143,16
15,Horry1,2012,8,3,16.1,16,10,10/6/22,3,9.9,10.18,13,88.9,11.1,0.714285714,5.642857143,14
1,Billings,2003,3,1,16.11,16,11,10/6/22,9,31.9,10.18,26,76.4,11.1,1.214285714,3.178571429,8
10,DuplinWest,2012,18,2,16.12,16,12,10/6/22,4,31.5,10.18,24,85.5,11.1,1.428571429,3.857142857,16
14,HareRd,2003,5,4,16.13,16,13,10/6/22,5,32.3,10.18,27,75.8,11.1,1.571428571,3.107142857,8
19,Mckinnon,2003,4,1,16.14,16,14,10/6/22,4,13.3,10.18,23,102.9,11.1,1.357142857,6.4,10
18,Marion2,2012,8,1,16.15,16,15,10/6/22,4,46.1,10.18,16,95,11.1,0.857142857,3.492857143,16
14,HareRd,2003,14,2,16.16,16,16,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Billings,2003,8,2,16.17,16,17,10/6/22,4,11.3,10.18,20,100.9,11.1,1.142857143,6.4,16
12,Florence,2003,11,1,16.18,16,18,10/6/22,4,21.7,10.18,22,107.8,11.1,1.285714286,6.15,16
14,HareRoad,2012,37,4,16.19,16,19,10/6/22,4,32.6,10.18,26,89.1,11.1,1.571428571,4.035714286,9
20,NewBildad,2016,3,4,16.2,16,20,10/6/22,4,14.1,10.18,18,87.4,11.1,1,5.235714286,16
14,HareRoad,2012,35,1,16.21,16,21,10/6/22,4,10,10.18,20,87.7,11.1,1.142857143,5.55,12
20,NewBildad,2016,10,2,16.22,16,22,10/6/22,4,13.4,10.18,24,146.4,11.1,1.428571429,9.5,16
12,Florence,2003,7,1,16.23,16,23,10/6/22,4,19.7,10.18,25,73.7,11.1,1.5,3.857142857,9
1,Billings,2003,5,3,16.24,16,24,10/6/22,4,7.1,10.18,23,126.2,11.1,1.357142857,8.507142857,6
14,HareRd,2003,10,2,17.1,17,1,10/6/22,2,5.4,10.18,8,61.4,10.31,0.461538462,4.307692308,16
10,DuplinWest,2012,29,1,17.2,17,2,10/6/22,3,5,10.18,13,51.8,10.31,0.769230769,3.6,NA
18,Marion2,2012,5,2,17.3,17,3,10/6/22,3,8.2,10.18,14,102.9,10.31,0.846153846,7.284615385,NA
19,McKinnon,2012,36,4,17.4,17,4,10/6/22,3,5.5,10.18,15,99.2,10.31,0.923076923,7.207692308,20
19,Mckinnon,2003,1,2,17.5,17,5,10/6/22,3,18,10.18,31,135.3,10.31,2.153846154,9.023076923,14
19,Mckinnon,2003,2,4,17.6,17,6,10/6/22,3,7.1,10.18,26,100,10.31,1.769230769,7.146153846,20
19,Mckinnon,2003,7,4,17.7,17,7,10/6/22,3,4.5,10.18,29,95.7,10.31,2,7.015384615,16
19,Mckinnon,2003,3,2,17.8,17,8,10/6/22,5,11,10.18,31,73,10.31,2,4.769230769,NA
10,DuplinWest,2016,2,1,17.9,17,9,10/6/22,4,16.3,10.18,13,56.9,10.31,0.692307692,3.123076923,16
14,HareRd,2003,14,1,17.1,17,10,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Marion2,2003,1,2,17.11,17,11,10/6/22,NA,8.4,10.18,18,102.3,10.31,NA,NA,20
10,DuplinWest,2016,18,2,17.12,17,12,10/6/22,3,8,10.18,22,144.6,10.31,1.461538462,10.50769231,16
12,Florence,2012,25,1,17.13,17,13,10/6/22,4,14.2,10.18,30,122.5,10.31,2,8.330769231,9
15,Horry1,2012,37,4,17.14,17,14,10/6/22,5,24.2,10.18,37,85.2,10.31,2.461538462,4.692307692,9
14,HareRoad,2012,30,4,17.15,17,15,10/6/22,4,27.4,10.18,29,92.1,10.31,1.923076923,4.976923077,9
14,HareRd,2003,6,3,17.16,17,16,10/6/22,4,36.2,10.18,32,166.3,10.31,2.153846154,10.00769231,16
20,NewBildad,2012,6,2,17.17,17,17,10/6/22,4,14.2,10.18,20,125.7,10.31,1.230769231,8.576923077,NA
19,Mckinnon,2003,7,3,17.18,17,18,10/6/22,4,8.9,10.18,38,135.5,10.31,2.615384615,9.738461538,NA
18,Marion2,2003,2,2,17.19,17,19,10/6/22,4,9.4,10.18,19,133.8,10.31,1.153846154,9.569230769,11
14,HareRd,2003,13,4,17.2,17,20,10/6/22,4,31.5,10.18,25,90.7,10.31,1.615384615,4.553846154,16
18,Marion2,2012,6,1,17.21,17,21,10/6/22,4,22.4,10.18,16,126.8,10.31,0.923076923,8.030769231,19
15,Horry1,2012,41,4,17.22,17,22,10/6/22,3,6.3,10.18,12,41.5,10.31,0.692307692,2.707692308,NA
10,DuplinWest,2016,21,4,17.23,17,23,10/6/22,3,22.9,10.18,15,58.3,10.31,0.923076923,2.723076923,20
14,HareRoad,2012,14,2,18.1,18,1,10/6/22,2,3.6,10.18,9,70.1,10.31,0.538461539,5.115384615,16
14,HareRoad,2012,14,3,18.2,18,2,10/6/22,2,2.5,10.18,11,64.3,10.31,0.692307692,4.753846154,16
19,Mckinnon,2003,6,3,18.3,18,3,10/6/22,3,6.2,10.18,19,76.8,10.31,1.230769231,5.430769231,NA
12,Florence,2012,25,4,18.4,18,4,10/6/22,3,4.5,10.18,22,96.2,10.31,1.461538462,7.053846154,NA
19,McKinnon,2012,18,4,18.5,18,5,10/6/22,4,7.6,10.18,18,105.1,10.31,1.076923077,7.5,NA
18,Marion2,2003,1,1,18.6,18,6,10/6/22,3,5,10.18,18,75.4,10.31,1.153846154,5.415384615,NA
19,McKinnon,2012,32,3,18.7,18,7,10/6/22,3,4.9,10.18,15,92.2,10.31,0.923076923,6.715384615,20
19,Mckinnon,2003,6,2,18.8,18,8,10/6/22,3,5.3,10.18,21,78.5,10.31,1.384615385,5.630769231,16
10,DuplinWest,2003,15,2,18.9,18,9,10/6/22,2,2.5,10.18,13,94.2,10.31,0.846153846,7.053846154,20
20,NewBildad,2016,2,3,18.1,18,10,10/6/22,3,4.5,10.18,15,95.3,10.31,0.923076923,6.984615385,16
20,NewBildad,2016,1,1,18.11,18,11,10/6/22,3,5.4,10.18,16,93.9,10.31,1,6.807692308,16
32,WalnutGrove,2003,17,3,18.12,18,12,10/6/22,3,4.1,10.18,24,40,10.31,1.615384615,2.761538462,10
10,DuplinWest,2003,20,3,18.13,18,13,10/6/22,3,3.9,10.18,13,90.2,10.31,0.769230769,6.638461538,14
19,Mckinnon,2003,1,3,18.14,18,14,10/6/22,3,17.3,10.18,19,67.5,10.31,1.230769231,3.861538462,NA
19,McKinnon,2012,27,3,18.15,18,15,10/6/22,2,2.6,10.18,10,81,10.31,0.615384615,6.030769231,NA
14,HareRoad,2012,14,4,18.16,18,16,10/6/22,2,3.7,10.18,12,77.3,10.31,0.769230769,5.661538462,14
19,McKinnon,2012,27,4,18.17,18,17,10/6/22,2,3.4,10.18,10,77.7,10.31,0.615384615,5.715384615,16
14,HareRoad,2012,8,2,18.18,18,18,10/6/22,3,10.9,10.18,18,72.8,10.31,1.153846154,4.761538462,14
12,Florence,2012,42,1,18.19,18,19,10/6/22,3,3.8,10.18,17,100.4,10.31,1.076923077,7.430769231,16
20,NewBildad,2012,6,1,18.2,18,20,10/6/22,3,7.7,10.18,19,68.9,10.31,1.230769231,4.707692308,8
12,Florence,2012,20,3,18.21,18,21,10/6/22,4,11.6,10.18,24,67.9,10.31,1.538461538,4.330769231,5
19,McKinnon,2012,20,4,18.22,18,22,10/6/22,4,22.2,10.18,23,76,10.31,1.461538462,4.138461538,12
20,NewBildad,2016,5,1,18.23,18,23,10/6/22,4,12.6,10.18,16,69.6,10.31,0.923076923,4.384615385,16
10,DuplinWest,2012,20,3,19.1,19,1,10/6/22,2,4.3,10.18,8,46.2,10.31,0.461538462,3.223076923,19
20,NewBildad,2012,2,2,19.2,19,2,10/6/22,2,3,10.18,9,32.8,10.31,0.538461539,2.292307692,16
19,Mckinnon,2003,3,3,19.3,19,3,10/6/22,3,6.4,10.18,12,94.8,10.31,0.692307692,6.8,17
10,DuplinWest,2016,21,2,19.4,19,4,10/6/22,3,7,10.18,13,74,10.31,0.769230769,5.153846154,17
18,Marion2,2012,8,2,19.5,19,5,10/6/22,3,29.4,10.18,14,79.6,10.31,0.846153846,3.861538462,16
12,Florence,2012,35,2,19.6,19,6,10/6/22,3,3.7,10.18,13,85.4,10.31,0.769230769,6.284615385,14
19,Mckinnon,2003,7,2,19.7,19,7,10/6/22,3,4.9,10.18,18,93.2,10.31,1.153846154,6.792307692,19
1,Billings,2012,18,1,19.8,19,8,10/6/22,3,4.4,10.18,14,90.5,10.31,0.846153846,6.623076923,14
18,Marion2,2003,4,2,19.9,19,9,10/6/22,3,3.3,10.18,10,82.4,10.31,0.538461539,6.084615385,16
19,Mckinnon,2003,1,1,19.1,19,10,10/6/22,3,15.9,10.18,14,55.5,10.31,0.846153846,3.046153846,18
15,Horry1,2003,1,3,19.11,19,11,10/6/22,3,8,10.18,17,72.1,10.31,1.076923077,4.930769231,14
14,HareRoad,2012,9,3,19.12,19,12,10/6/22,3,13.5,10.18,71,69.7,10.31,5.230769231,4.323076923,16
14,HareRd,2003,12,3,19.13,19,13,10/6/22,3,7.5,10.18,14,90.6,10.31,0.846153846,6.392307692,16
10,DuplinWest,2012,32,3,19.14,19,14,10/6/22,3,7.4,10.18,17,108.8,10.31,1.076923077,7.8,16
15,Horry1,2012,8,1,19.15,19,15,10/6/22,3,4.1,10.18,12,63.7,10.31,0.692307692,4.584615385,12
14,HareRd,2003,7,2,19.16,19,16,10/6/22,3,8.4,10.18,14,78.8,10.31,0.846153846,5.415384615,16
10,DuplinWest,2003,22,4,19.17,19,17,10/6/22,4,21,10.18,13,94.5,10.31,0.692307692,5.653846154,NA
1,Billings,2003,8,1,19.18,19,18,10/6/22,4,19.8,10.18,20,68.1,10.31,1.230769231,3.715384615,NA
10,DuplinWest,2016,3,3,19.19,19,19,10/6/22,4,18.8,10.18,18,86.7,10.31,1.076923077,5.223076923,NA
19,McKinnon,2012,13,3,19.2,19,20,10/6/22,4,11.4,10.18,18,96.7,10.31,1.076923077,6.561538462,16
10,DuplinWest,2012,32,4,19.21,19,21,10/6/22,3,9.1,10.18,15,102.2,10.31,0.923076923,7.161538462,14
10,DuplinWest,2016,2,3,19.22,19,22,10/6/22,4,23.4,10.18,20,80.4,10.31,1.230769231,4.384615385,NA
10,DuplinWest,2016,2,2,19.23,19,23,10/6/22,3,15.5,10.18,20,69.4,10.31,1.307692308,4.146153846,NA
10,DuplinWest,2003,21,3,19.24,19,24,10/6/22,NA,NA,NA,NA,NA,NA,NA,NA,NA
